medal_date,medal_type,medal_code,name,gender,country,team,discipline,event
2024-08-04,Bronze Medal,3,WIFFEN Daniel,Male,Ireland,Individual,Swimming,Men's 1500m Freestyle
2024-08-04,Gold Medal,1,SJOESTROEM Sarah,Female,Sweden,Individual,Swimming,Women's 50m Freestyle
2024-08-04,Silver Medal,2,HARRIS Meg,Female,Australia,Individual,Swimming,Women's 50m Freestyle
2024-08-04,Bronze Medal,3,ZHANG Yufei,Female,China,Individual,Swimming,Women's 50m Freestyle
2024-08-04,Gold Medal,1,FAN Zhendong,Male,China,Individual,Table Tennis,Men's Singles
2024-08-04,Silver Medal,2,MOREGARD Truls,Male,Sweden,Individual,Table Tennis,Men's Singles
2024-08-04,Bronze Medal,3,LEBRUN Felix,Male,France,Individual,Table Tennis,Men's Singles
2024-08-04,Gold Medal,1,DJOKOVIC Novak,Male,Serbia,Individual,Tennis,Men's Singles
2024-08-04,Silver Medal,2,ALCARAZ Carlos,Male,Spain,Individual,Tennis,Men's Singles
2024-08-05,Gold Medal,1,OKA Shinnosuke,Male,Japan,Individual,Artistic Gymnastics,Men's Horizontal Bar
2024-08-05,Silver Medal,2,BARAJAS Angel,Male,Colombia,Individual,Artistic Gymnastics,Men's Horizontal Bar
2024-08-05,Bronze Medal,3,ZHANG Boheng,Male,China,Individual,Artistic Gymnastics,Men's Horizontal Bar
2024-08-05,Bronze Medal,3,TANG Chia-Hung,Male,Chinese Taipei,Individual,Artistic Gymnastics,Men's Horizontal Bar
2024-08-05,Gold Medal,1,ZOU Jingyuan,Male,China,Individual,Artistic Gymnastics,Men's Parallel Bars
2024-08-05,Silver Medal,2,KOVTUN Illia,Male,Ukraine,Individual,Artistic Gymnastics,Men's Parallel Bars
2024-08-05,Bronze Medal,3,OKA Shinnosuke,Male,Japan,Individual,Artistic Gymnastics,Men's Parallel Bars
2024-08-05,Gold Medal,1,D'AMATO Alice,Female,Italy,Individual,Artistic Gymnastics,Women's Balance Beam
2024-08-05,Silver Medal,2,ZHOU Yaqin,Female,China,Individual,Artistic Gymnastics,Women's Balance Beam
2024-08-05,Bronze Medal,3,ESPOSITO Manila,Female,Italy,Individual,Artistic Gymnastics,Women's Balance Beam
2024-08-05,Gold Medal,1,ANDRADE Rebeca,Female,Brazil,Individual,Artistic Gymnastics,Women's Floor Exercise
2024-08-05,Silver Medal,2,BILES Simone,Female,United States,Individual,Artistic Gymnastics,Women's Floor Exercise
2024-08-05,Bronze Medal,3,BARBOSU Ana,Female,Romania,Individual,Artistic Gymnastics,Women's Floor Exercise
2024-08-05,Gold Medal,1,DUPLANTIS Armand,Male,Sweden,Individual,Athletics,Men's Pole Vault
2024-08-05,Silver Medal,2,KENDRICKS Sam,Male,United States,Individual,Athletics,Men's Pole Vault
2024-08-05,Bronze Medal,3,KARALIS Emmanouil,Male,Greece,Individual,Athletics,Men's Pole Vault
2024-08-05,Gold Medal,1,CHEBET Beatrice,Female,Kenya,Individual,Athletics,Women's 5000m
2024-08-05,Silver Medal,2,KIPYEGON Faith,Female,Kenya,Individual,Athletics,Women's 5000m
2024-08-05,Bronze Medal,3,HASSAN Sifan,Female,Netherlands,Individual,Athletics,Women's 5000m
2024-08-05,Gold Medal,1,HODGKINSON Keely,Female,Great Britain,Individual,Athletics,Women's 800m
2024-08-05,Silver Medal,2,DUGUMA Tsige,Female,Ethiopia,Individual,Athletics,Women's 800m
2024-08-05,Bronze Medal,3,MORAA Mary,Female,Kenya,Individual,Athletics,Women's 800m
2024-08-05,Gold Medal,1,ALLMAN Valarie,Female,United States,Individual,Athletics,Women's Discus Throw
2024-08-05,Silver Medal,2,FENG Bin,Female,China,Individual,Athletics,Women's Discus Throw
2024-08-05,Bronze Medal,3,ELKASEVIC Sandra,Female,Croatia,Individual,Athletics,Women's Discus Throw
2024-08-05,Gold Medal,1,AXELSEN Viktor,Male,Denmark,Individual,Badminton,Men's Singles
2024-08-05,Silver Medal,2,VITIDSARN Kunlavut,Male,Thailand,Individual,Badminton,Men's Singles
2024-08-05,Bronze Medal,3,LEE Zii Jia,Male,Malaysia,Individual,Badminton,Men's Singles
2024-08-05,Gold Medal,1,AN Se Young,Female,Korea,Individual,Badminton,Women's Singles
2024-08-05,Silver Medal,2,HE Bing Jiao,Female,China,Individual,Badminton,Women's Singles
2024-08-05,Gold Medal,1,BUTCHER Finn,Male,New Zealand,Individual,Canoe Slalom,Men's Kayak Cross
2024-08-05,Silver Medal,2,CLARKE Joseph,Male,Great Britain,Individual,Canoe Slalom,Men's Kayak Cross
2024-08-05,Bronze Medal,3,HEGGE Noah,Male,Germany,Individual,Canoe Slalom,Men's Kayak Cross
2024-08-05,Gold Medal,1,FOX Noemie,Female,Australia,Individual,Canoe Slalom,Women's Kayak Cross
2024-08-05,Silver Medal,2,HUG Angele,Female,France,Individual,Canoe Slalom,Women's Kayak Cross
2024-08-05,Bronze Medal,3,WOODS Kimberley,Female,Great Britain,Individual,Canoe Slalom,Women's Kayak Cross
2024-08-05,Gold Medal,1,LI Yuehong,Male,China,Individual,Shooting,25m Rapid Fire Pistol Men
2024-08-05,Silver Medal,2,CHO Yeongjae,Male,Korea,Individual,Shooting,25m Rapid Fire Pistol Men
2024-08-05,Bronze Medal,3,WANG Xinjie,Male,China,Individual,Shooting,25m Rapid Fire Pistol Men
2024-08-05,Gold Medal,1,VAAST Kauli,Male,France,Individual,Surfing,Men
2024-08-05,Silver Medal,2,ROBINSON Jack,Male,Australia,Individual,Surfing,Men
2024-08-05,Bronze Medal,3,MEDINA Gabriel,Male,Brazil,Individual,Surfing,Men
2024-08-05,Gold Medal,1,MARKS Caroline,Female,United States,Individual,Surfing,Women
2024-08-05,Silver Medal,2,WESTON-WEBB Tatiana,Female,Brazil,Individual,Surfing,Women
2024-08-05,Bronze Medal,3,DEFAY Johanne,Female,France,Individual,Surfing,Women
2024-08-06,Gold Medal,1,HOCKER Cole,Male,United States,Individual,Athletics,Men's 1500m
2024-08-06,Silver Medal,2,KERR Josh,Male,Great Britain,Individual,Athletics,Men's 1500m
2024-08-06,Bronze Medal,3,NUGUSE Yared,Male,United States,Individual,Athletics,Men's 1500m
2024-08-06,Gold Medal,1,TENTOGLOU Miltiadis,Male,Greece,Individual,Athletics,Men's Long Jump
2024-08-06,Silver Medal,2,PINNOCK Wayne,Male,Jamaica,Individual,Athletics,Men's Long Jump
2024-08-06,Bronze Medal,3,FURLANI Mattia,Male,Italy,Individual,Athletics,Men's Long Jump
2024-08-06,Gold Medal,1,THOMAS Gabrielle,Female,United States,Individual,Athletics,Women's 200m
2024-08-06,Silver Medal,2,ALFRED Julien,Female,Saint Lucia,Individual,Athletics,Women's 200m
2024-08-06,Bronze Medal,3,BROWN Brittany,Female,United States,Individual,Athletics,Women's 200m
2024-08-06,Gold Medal,1,YAVI Winfred,Female,Bahrain,Individual,Athletics,Women's 3000m Steeplechase
2024-08-06,Silver Medal,2,CHEMUTAI Peruth,Female,Uganda,Individual,Athletics,Women's 3000m Steeplechase
2024-08-06,Bronze Medal,3,CHEROTICH Faith,Female,Kenya,Individual,Athletics,Women's 3000m Steeplechase
2024-08-06,Gold Medal,1,ROGERS Camryn,Female,Canada,Individual,Athletics,Women's Hammer Throw
2024-08-06,Silver Medal,2,ECHIKUNWOKE Annette Nneka,Female,United States,Individual,Athletics,Women's Hammer Throw
2024-08-06,Bronze Medal,3,ZHAO Jie,Female,China,Individual,Athletics,Women's Hammer Throw
2024-08-06,Bronze Medal,3,JONES Omari,Male,United States,Individual,Boxing,Men's 71kg
2024-08-06,Bronze Medal,3,RICHARDSON Lewis,Male,Great Britain,Individual,Boxing,Men's 71kg
2024-08-06,Bronze Medal,3,KYZAIBAY Nazym,Female,Kazakhstan,Individual,Boxing,Women's 50kg
2024-08-06,Bronze Medal,3,VILLEGAS Aira,Female,Philippines,Individual,Boxing,Women's 50kg
2024-08-06,Gold Medal,1,HARRINGTON Kellie,Female,Ireland,Individual,Boxing,Women's 60kg
2024-08-06,Silver Medal,2,YANG Wenlu,Female,China,Individual,Boxing,Women's 60kg
2024-08-06,Bronze Medal,3,SUWANNAPHENG Janjaem,Female,Thailand,Individual,Boxing,Women's 66kg
2024-08-06,Bronze Medal,3,CHEN Nien Chin,Female,Chinese Taipei,Individual,Boxing,Women's 66kg
2024-08-06,Gold Medal,1,QUAN Hongchan,Female,China,Individual,Diving,Women's 10m Platform
2024-08-06,Silver Medal,2,CHEN Yuxi,Female,China,Individual,Diving,Women's 10m Platform
2024-08-06,Bronze Medal,3,KIM Mi Rae,Female,DPR Korea,Individual,Diving,Women's 10m Platform
2024-08-06,Gold Medal,1,KUKUK Christian,Male,Germany,Individual,Equestrian,Jumping Individual
2024-08-06,Silver Medal,2,GUERDAT Steve,Male,Switzerland,Individual,Equestrian,Jumping Individual
2024-08-06,Bronze Medal,3,van der VLEUTEN Maikel,Male,Netherlands,Individual,Equestrian,Jumping Individual
2024-08-06,Gold Medal,1,TREW Arisa,Female,Australia,Individual,Skateboarding,Women's Park
2024-08-06,Silver Medal,2,HIRAKI Cocona,Female,Japan,Individual,Skateboarding,Women's Park
2024-08-06,Bronze Medal,3,BROWN Sky,Female,Great Britain,Individual,Skateboarding,Women's Park
2024-08-06,Gold Medal,1,LOPEZ NUNEZ Mijain,Male,Cuba,Individual,Wrestling,Men's Greco-Roman 130kg
2024-08-06,Silver Medal,2,ACOSTA FERNANDEZ Yasmani,Male,Chile,Individual,Wrestling,Men's Greco-Roman 130kg
2024-08-06,Bronze Medal,3,MIRZAZADEH Amin,Male,IR Iran,Individual,Wrestling,Men's Greco-Roman 130kg
2024-08-06,Bronze Medal,3,MENG Lingzhe,Male,China,Individual,Wrestling,Men's Greco-Roman 130kg
2024-08-06,Gold Medal,1,FUMITA Kenichiro,Male,Japan,Individual,Wrestling,Men's Greco-Roman 60kg
2024-08-06,Silver Medal,2,CAO Liguo,Male,China,Individual,Wrestling,Men's Greco-Roman 60kg
2024-08-06,Bronze Medal,3,SHARSHENBEKOV Zholaman,Male,Kyrgyzstan,Individual,Wrestling,Men's Greco-Roman 60kg
2024-08-06,Bronze Medal,3,RI Se Ung,Male,DPR Korea,Individual,Wrestling,Men's Greco-Roman 60kg
2024-08-06,Gold Medal,1,ELOR Amit,Female,United States,Individual,Wrestling,Women's Freestyle 68kg
2024-08-06,Silver Medal,2,ZHUMANAZAROVA Meerim,Female,Kyrgyzstan,Individual,Wrestling,Women's Freestyle 68kg
2024-08-06,Bronze Medal,3,CAVUSOGLU TOSUN Buse,Female,Türkiye,Individual,Wrestling,Women's Freestyle 68kg
2024-08-06,Bronze Medal,3,OZAKI Nonoka,Female,Japan,Individual,Wrestling,Women's Freestyle 68kg
2024-08-07,Gold Medal,1,EL BAKKALI Soufiane,Male,Morocco,Individual,Athletics,Men's 3000m Steeplechase
2024-08-07,Silver Medal,2,ROOKS Kenneth,Male,United States,Individual,Athletics,Men's 3000m Steeplechase
2024-08-07,Bronze Medal,3,KIBIWOT Abraham,Male,Kenya,Individual,Athletics,Men's 3000m Steeplechase
2024-08-07,Gold Medal,1,HALL Quincy,Male,United States,Individual,Athletics,Men's 400m
2024-08-07,Silver Medal,2,HUDSON-SMITH Matthew,Male,Great Britain,Individual,Athletics,Men's 400m
2024-08-07,Bronze Medal,3,SAMUKONGA Muzala,Male,Zambia,Individual,Athletics,Men's 400m
2024-08-07,Gold Medal,1,STONA Roje,Male,Jamaica,Individual,Athletics,Men's Discus Throw
2024-08-07,Silver Medal,2,ALEKNA Mykolas,Male,Lithuania,Individual,Athletics,Men's Discus Throw
2024-08-07,Bronze Medal,3,DENNY Matthew,Male,Australia,Individual,Athletics,Men's Discus Throw
2024-08-07,Gold Medal,1,KENNEDY Nina,Female,Australia,Individual,Athletics,Women's Pole Vault
2024-08-07,Silver Medal,2,MOON Katie,Female,United States,Individual,Athletics,Women's Pole Vault
2024-08-07,Bronze Medal,3,NEWMAN Alysha,Female,Canada,Individual,Athletics,Women's Pole Vault
2024-08-07,Bronze Medal,3,TIAFACK Nelvie Raman,Male,Germany,Individual,Boxing,Men's +92kg
2024-08-07,Bronze Medal,3,ABOUDOU MOINDZE Djamili-Dini,Male,France,Individual,Boxing,Men's +92kg
2024-08-07,Gold Medal,1,ALVAREZ BORGES Erislandy,Male,Cuba,Individual,Boxing,Men's 63.5kg
2024-08-07,Silver Medal,2,OUMIHA Sofiane,Male,France,Individual,Boxing,Men's 63.5kg
2024-08-07,Gold Medal,1,KHYZHNIAK Oleksandr,Male,Ukraine,Individual,Boxing,Men's 80kg
2024-08-07,Silver Medal,2,ORALBAY Nurbek,Male,Kazakhstan,Individual,Boxing,Men's 80kg
2024-08-07,Bronze Medal,3,YILDIZ KAHRAMAN Esra,Female,Türkiye,Individual,Boxing,Women's 57kg
2024-08-07,Bronze Medal,3,PETECIO Nesthy,Female,Philippines,Individual,Boxing,Women's 57kg
2024-08-07,Gold Medal,1,WEARN Matt,Male,Australia,Individual,Sailing,Men's Dinghy
2024-08-07,Silver Medal,2,KONTIDES Pavlos,Male,Cyprus,Individual,Sailing,Men's Dinghy
2024-08-07,Bronze Medal,3,PESCHIERA Stefano,Male,Peru,Individual,Sailing,Men's Dinghy
2024-08-07,Gold Medal,1,BOUWMEESTER Marit,Female,Netherlands,Individual,Sailing,Women's Dinghy
2024-08-07,Silver Medal,2,RINDOM Anne-Marie,Female,Denmark,Individual,Sailing,Women's Dinghy
2024-08-07,Bronze Medal,3,HOEST Line Flem,Female,Norway,Individual,Sailing,Women's Dinghy
2024-08-07,Gold Medal,1,PALMER Keegan,Male,Australia,Individual,Skateboarding,Men's Park
2024-08-07,Silver Medal,2,SCHAAR Tom,Male,United States,Individual,Skateboarding,Men's Park
2024-08-07,Bronze Medal,3,AKIO Augusto,Male,Brazil,Individual,Skateboarding,Men's Park
