Category,Keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/WorldAthletics/status/1821617006921359526,World Athletics,https://twitter.com/WorldAthletics,2024-08-08,The first ever gold medal for Botswana in the history of the OLYMPICS.Letsile Tebogo just did that 19.46 AREA RECORD in the men's 200m final #Paris2024 #OlympicGames,https://pbs.twimg.com/media/GUeusN0WQAA-cV-?format=jpg&name=small,https://twitter.com/WorldAthletics/status/1821617006921359526,False,314,4.5K,15K,641K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/NBA/status/1821651119652921700,NBA,https://twitter.com/NBA,2024-08-08,Scoring the FINAL 13 POINTS for USA to complete their #Paris2024 Semifinals comeback...Steph. Bron. KD.,https://pbs.twimg.com/media/GUfNew8XUAAUADs?format=jpg&name=small,https://twitter.com/NBA/status/1821651119652921700,False,464,6.6K,33K,1.7M
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/tumisole/status/1821644491565982066,Tumi SoleReload,https://twitter.com/tumisole,2024-08-08,Now that’s wassup! #Olympics #Olympics2024 #Paris2024 #RunningWithTumiSole,,https://twitter.com/tumisole/status/1821644491565982066,False,36,111,352,33K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/usabasketball/status/1821655924056244504,USA Basketball,https://twitter.com/usabasketball,2024-08-08,WHAT A TIME TO BE ALIVE.  #USABMNT #Paris2024 #Basketball,https://pbs.twimg.com/media/GUfSJP7aUAATuB1?format=jpg&name=360x360;https://pbs.twimg.com/media/GUfSKPma8AAk3Jk?format=jpg&name=small,https://twitter.com/usabasketball/status/1821655924056244504,False,149,3K,17K,453K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/FIBA/status/1821660585047507285,FIBA,https://twitter.com/FIBA,,Everyone is watching the ball. Except for him.#Paris2024 x #Basketball,https://pbs.twimg.com/media/GUfWSPCXcAAWmGV?format=jpg&name=small,https://twitter.com/FIBA/status/1821660585047507285,False,69,1.7K,8.2K,208K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/WorldAthletics/status/1821642272339062973,World Athletics,https://twitter.com/WorldAthletics,2024-08-08,Men's javelin throw final was BIG  92.97m OR Arshad Nadeem   89.45m @Neeraj_chopra1   88.54m Anderson Peters  #Paris2024 #Olympics,https://pbs.twimg.com/media/GUfFbVIXgAAVYza?format=jpg&name=small,https://twitter.com/WorldAthletics/status/1821642272339062973,False,105,1.6K,8.2K,151K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/EMDSerono/status/1814305675067240654/,EMD SeronoReload,https://twitter.com/EMDSerono,,"Listen to two medical oncologists, @jgong15 and @MReimersMD, as they provide their practical considerations in first-line treatments of patients with advanced #urothelialcarcinoma in this podcast https://bit.ly/3UFIy59&nbsp?twclid=22r45zi3sut6r2b5wgd3jd5clj;#bladdercancer #UC @advancestherapy",,https://twitter.com/EMDSerono/status/1814305675067240654/,True,2,16,65,1.3M
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/FIFAWorldCup/status/1821592509103149093,FIFA World Cup,https://twitter.com/FIFAWorldCup,2024-08-08,Morocco are Olympic bronze medallists! #Paris2024,https://pbs.twimg.com/media/GUeXviJWcAATa7G?format=jpg&name=small,https://twitter.com/FIFAWorldCup/status/1821592509103149093,False,126,1.6K,9.2K,194K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/Olympics/status/1821643768048627926,The Olympic GamesReload,https://twitter.com/Olympics,2024-08-08,#OLYMPICRECORD FOR RIZKI JUNIANSYAH! @iwfnet | #Weightlifting | #Paris2024 | #OMEGA | #OMEGAOfficialTimekeeper,,https://twitter.com/Olympics/status/1821643768048627926,False,107,4.3K,6.6K,165K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/gondo_nicole/status/1821620734931919120,Nicole GReload,https://twitter.com/gondo_nicole,2024-08-08,This was an African competition. Well done Africans   #olympics2024,,https://twitter.com/gondo_nicole/status/1821620734931919120,False,,,1,148
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/CharlieJ1213/status/1821660605054611582,Charlton JacobsReload,https://twitter.com/CharlieJ1213,2024-08-08,Congratulations #LetsileTebogo On Becoming The Newly Crowned 200m Olympic Champion !!!Hallo Africa !!! Tell Me How You Doing !!!  @Olympics  - @SuperSportTV #Sprinting #200mMen #Olympics2024 #Paris #WorldSports #SuperSport #Africa #Botswana,https://pbs.twimg.com/media/GUfFbB9XoAAvXuN?format=jpg&name=360x360,https://twitter.com/CharlieJ1213/status/1821660605054611582,False,,,1,76
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/MuzalaSamukonga/status/1821617904590475540,Muzala Samukonga,https://twitter.com/MuzalaSamukonga,2024-08-08,"ZAMBIA KU CHALO Thank you very much heavenly father, I'll forever be grateful. #ZambiaKuChalo #TeamYatu #goldenmoments #olympics2024 #Paris2024 #MULUNGU_PASOGOLO #muzalasamukonga",https://pbs.twimg.com/media/GUev1F8WYAA2jYD?format=jpg&name=small;https://pbs.twimg.com/media/GUev1DnXEAEZLru?format=jpg&name=360x360;https://pbs.twimg.com/media/GUev1GjWQAEP1zi?format=jpg&name=360x360,https://twitter.com/MuzalaSamukonga/status/1821617904590475540,False,35,297,1.3K,13K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/Olympics/status/1821643768048627926,The Olympic GamesReload,https://twitter.com/Olympics,2024-08-08,#OLYMPICRECORD FOR RIZKI JUNIANSYAH! @iwfnet | #Weightlifting | #Paris2024 | #OMEGA | #OMEGAOfficialTimekeeper,,https://twitter.com/Olympics/status/1821643768048627926,False,107,4.3K,6.6K,166K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/BBCSport/status/1821620756620464425,BBC Sport,https://twitter.com/BBCSport,2024-08-08,An OLYMPIC RECORD in the men's javelin final from Pakistan's Arshad Nadeem! #BBCOlympics #Olympics #Paris2024,,https://twitter.com/BBCSport/status/1821620756620464425,False,309,4.6K,18K,1.2M
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/usabasketball/status/1821652113308647425,USA Basketball,https://twitter.com/usabasketball,2024-08-08,Name a more iconic duo. #USABMNT #Paris2024 #Basketball,https://pbs.twimg.com/media/GUfO6GZa8AEkv9k?format=jpg&name=small,https://twitter.com/usabasketball/status/1821652113308647425,False,357,2.7K,15K,669K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/Paris2024/status/1821629071194796450,Paris 2024,https://twitter.com/Paris2024,2024-08-08,The pakistani Arshad Nadeem shatters the Olympic javelin record with a throw of 92.97m on his second attempt .#Paris2024 Getty Images/Julian Finney,https://pbs.twimg.com/media/GUe57JCXQAAz8x4?format=jpg&name=small,https://twitter.com/Paris2024/status/1821629071194796450,False,500,6.1K,20K,391K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/TrackGazette/status/1821617052609585413,Track & Field Gazette,https://twitter.com/TrackGazette,2024-08-08,"Letsile Tebogo  dedicates his Olympic 200m GOLD  to his mother, Seratiwa Tebogo, who passed on in May this year after a brief illness.#Paris2024 #Olympics #Athletics",https://pbs.twimg.com/media/GUevDGXWgAATQ5Y?format=jpg&name=small,https://twitter.com/TrackGazette/status/1821617052609585413,False,139,5.4K,18K,508K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/Botswana/status/1821616300185010581,Botswana,https://twitter.com/Botswana,2024-08-08,LETSILE TEBOGO BOTSWANA IS THE OLYMPIC 200M CHAMP 's Letsile Tebogo powers to the gold with a 19.46 AREA RECORD #Paris2024  #Olympics,https://pbs.twimg.com/media/GUeuXQJWwAERGsI?format=jpg&name=small,https://twitter.com/Botswana/status/1821616300185010581,False,187,1.5K,6.1K,429K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/MwangiJosiah/status/1821569897136083331,Josiah MwangiReload,https://twitter.com/MwangiJosiah,2024-08-08,Faith Kipyegon has been DQd. Tsegay came in front of her and Faith was almost falling off the track. What did they want her to do? #Olympics2024,,https://twitter.com/MwangiJosiah/status/1821569897136083331,False,2,,,861
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/FarhadiKaveh/status/1820606883050201496,Kaveh FarhadiReload,https://twitter.com/FarhadiKaveh,2024-08-05,"One hit was enough.. One hit.. At the one moment!The hit known as ""SNAKE""; Spectacular & so beautiful shot of the representative of Sweden in the table tennis final of #Olympics2024 against one of the best players in history!#OlympicGames    #Olympics2024Paris",,https://twitter.com/FarhadiKaveh/status/1820606883050201496,False,1,1,19,3.7K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/Olympics/status/1821643768048627926,The Olympic GamesReload,https://twitter.com/Olympics,2024-08-08,#OLYMPICRECORD FOR RIZKI JUNIANSYAH! @iwfnet | #Weightlifting | #Paris2024 | #OMEGA | #OMEGAOfficialTimekeeper,,https://twitter.com/Olympics/status/1821643768048627926,False,107,4.3K,6.7K,166K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/usabasketball/status/1821652113308647425,USA Basketball,https://twitter.com/usabasketball,2024-08-08,Name a more iconic duo. #USABMNT #Paris2024 #Basketball,https://pbs.twimg.com/media/GUfO6GZa8AEkv9k?format=jpg&name=small,https://twitter.com/usabasketball/status/1821652113308647425,False,357,2.7K,15K,670K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/ArshadNadeemPak/status/1821635111634239632,Arshad Nadeem ,https://twitter.com/ArshadNadeemPak,2024-08-08,"Alhamdulillah Finally, we made history. I sincerely thank all my friends who supported me in every situation۔#Paris2024 #JavelinThrow #GOLD",https://pbs.twimg.com/media/GUe_eR_WIAAPMXM?format=jpg&name=small,https://twitter.com/ArshadNadeemPak/status/1821635111634239632,False,1.3K,6.5K,38K,526K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/SuperSportTV/status/1821616078872826127,SuperSport ,https://twitter.com/SuperSportTV,2024-08-08,𝐓𝐡𝐞 𝐟𝐢𝐫𝐬𝐭 𝐀𝐟𝐫𝐢𝐜𝐚𝐧 𝐌𝐚𝐧 𝐭𝐨 𝐰𝐢𝐧 𝐭𝐡𝐞 𝟐𝟎𝟎𝐦 𝐎𝐥𝐲𝐦𝐩𝐢𝐜 𝐭𝐢𝐭𝐥𝐞 Letsile Tebogo made that look easy  Stream #Paris2024 live: https://tinyurl.com/4wrtdwtb#CloserToYourChampions,https://pbs.twimg.com/media/GUet6POWgAA3ZnH?format=jpg&name=small,https://twitter.com/SuperSportTV/status/1821616078872826127,False,250,3.7K,10K,322K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/WorldAthletics/status/1821619975490056618,World Athletics,https://twitter.com/WorldAthletics,2024-08-08,OLYMPIC RECORD 's Arshad Nadeem launches an absolute missile in the men's javelin throw final.92.97m Olympic record 4 more attempts to go.#Paris2024 #Olympics,https://pbs.twimg.com/media/GUexXNDX0AAzHuU?format=jpg&name=small,https://twitter.com/WorldAthletics/status/1821619975490056618,False,232,2.9K,13K,553K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/Olympics/status/1821640509409910952,The Olympic GamesReload,https://twitter.com/Olympics,2024-08-08,"#GOLD AND AN #OLYMPICRECORD! Arshad Nadeem shines, earning #gold for Pakistan in men's javelin throw.@NOCPakistan | @worldathletics | #Athletics#Paris2024 | #Samsung | #TogetherforTomorrow",,https://twitter.com/Olympics/status/1821640509409910952,False,198,1.8K,5.1K,161K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/jasondadzmorgan/status/1821355562178625544,Jason Dadz Morgan ,https://twitter.com/jasondadzmorgan,2024-08-08,I told yall years ago when it was me alone. #Jamaica #Olympics2024 Gold medal  for Jamaica in the discus.,https://pbs.twimg.com/media/GUbBOsvW8AAV5kh?format=jpg&name=small,https://twitter.com/jasondadzmorgan/status/1821355562178625544,False,17,253,1.2K,27K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/beINSPORTS_EN/status/1821590118903509031,beIN SPORTS,https://twitter.com/beINSPORTS_EN,2024-08-08,Morocco thrash Egypt 6-0 to secure the bronze medal in style! #Olympics2024 #Paris2024,https://pbs.twimg.com/media/GUeWO6IWAAAdMKJ?format=jpg&name=small,https://twitter.com/beINSPORTS_EN/status/1821590118903509031,False,6,72,549,21K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/wakhra_swag1/status/1821646466462470235,𝑨𝒏𝒎𝒐𝒍ReloadAhtasham Riaz,https://twitter.com/wakhra_swag1,2024-08-08,My heart is full  #NeerajChopra #ArshadNadeem #Olympics2024,,https://twitter.com/wakhra_swag1/status/1821646466462470235,False,2,2,3,226
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/AleeBhinder/status/1821629695399805107,Ali Raza BhinderReload,https://twitter.com/AleeBhinder,2024-08-08,@ArshadOlympian1 has already broken Olympics record! Waiting for gold now! #ArshadNadeem #Olympics2024,,https://twitter.com/AleeBhinder/status/1821629695399805107,False,,,,145
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/ArshadNadeemPak/status/1821635111634239632,Arshad Nadeem ,https://twitter.com/ArshadNadeemPak,2024-08-08,"Alhamdulillah Finally, we made history. I sincerely thank all my friends who supported me in every situation۔#Paris2024 #JavelinThrow #GOLD",https://pbs.twimg.com/media/GUe_eR_WIAAPMXM?format=jpg&name=small,https://twitter.com/ArshadNadeemPak/status/1821635111634239632,False,1.3K,6.6K,38K,526K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/fairplaywomen/status/1821273638810874211,FairPlayForWomenReload,https://twitter.com/fairplaywomen,2024-08-07,Another woman loses her Olympic dream. Another protest. Enough is enough #paris2024,,https://twitter.com/fairplaywomen/status/1821273638810874211,False,1.3K,5K,22K,2.8M
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/WorldAthletics/status/1821283855036510300,World Athletics,https://twitter.com/WorldAthletics,2024-08-07,The celebration that keeps on giving #Paris2024,https://pbs.twimg.com/media/GUZ_tshXcAA3Ev4?format=jpg&name=360x360;https://pbs.twimg.com/media/GUZ_xF-W8AAHCiU?format=jpg&name=360x360,https://twitter.com/WorldAthletics/status/1821283855036510300,False,116,2.6K,22K,3.5M
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/MakingOfChamps/status/1821616392094749181,Making of Champions,https://twitter.com/MakingOfChamps,2024-08-08,"STAND UP AFRICA!!!! LETSILE TEBOGO HAS DONE IT FOR AFRICA!!!!Tebogo has taken down Noah Lyles to win the 200m Olympic title, running a new African Record of 19.46s to win GOLD for Botswana!!#Paris2024 #Olympics",https://pbs.twimg.com/media/GUeuWlzXQAA5xvH?format=jpg&name=small,https://twitter.com/MakingOfChamps/status/1821616392094749181,False,295,3.2K,14K,697K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/hamzakhann2105/status/1821641196898546062,hamzakhanReload,https://twitter.com/hamzakhann2105,2024-08-08,Pride Of Pakistan  #ArshadNadeem #Olympics2024 #OlympicGames #ParisOlympics #Pakistan,,https://twitter.com/hamzakhann2105/status/1821641196898546062,False,,,,89
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/BBCSport/status/1821626988790215019,BBC Sport,https://twitter.com/BBCSport,2024-08-08,"Botswana’s FIRST EVER Olympic gold!  Letsile Tebogo, history maker  #Olympics #Paris2024",https://pbs.twimg.com/media/GUe4BlPWoAAK-0B?format=jpg&name=small,https://twitter.com/BBCSport/status/1821626988790215019,False,46,566,3K,413K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/usabasketball/status/1821657224089120968,USA Basketball,https://twitter.com/usabasketball,2024-08-08,We don't play for Bronze. #USABMNT #Paris2024 #Basketball,https://pbs.twimg.com/media/GUfTe5BaUAAVnxV?format=jpg&name=small;https://pbs.twimg.com/media/GUfTflYa8AAYPHq?format=jpg&name=small,https://twitter.com/usabasketball/status/1821657224089120968,False,423,2.2K,19K,649K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/FIBA/status/1821659866370601158,FIBA,https://twitter.com/FIBA,2024-08-08,"Gave it their all. Hvala, Serbia  #Paris2024 x #Basketball",https://pbs.twimg.com/media/GUfV_A2WYAAhCWY?format=jpg&name=360x360;https://pbs.twimg.com/media/GUfV_A7W0AAgg95?format=jpg&name=360x360;https://pbs.twimg.com/media/GUfV_A0XUAAIDz1?format=jpg&name=360x360;https://pbs.twimg.com/media/GUfV_A7W8AAAQ21?format=jpg&name=360x360,https://twitter.com/FIBA/status/1821659866370601158,False,265,444,5.1K,147K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/usabasketball/status/1821661664737116200,USA BasketballReloadNBC Olympics & Paralympics,https://twitter.com/usabasketball,2024-08-08,Instant Classic. #USABMNT #Paris2024 #Basketball,,https://twitter.com/usabasketball/status/1821661664737116200,False,57,1.2K,6.7K,266K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/Ella_Noir/status/1820848614429675667,Ella Noir,https://twitter.com/Ella_Noir,2024-08-06,And that’s IT!!! #Olympics2024,https://pbs.twimg.com/media/GUT0KbuWcAAcaEz?format=jpg&name=small,https://twitter.com/Ella_Noir/status/1820848614429675667,False,2,,3,620
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/FakharZamanLive/status/1821642916747423745,Fakhar Zaman,https://twitter.com/FakharZamanLive,2024-08-08,Congratulations Arshad Nadeem on your Olympic gold win! Pakistan is beaming with pride thanks to your incredible achievement!  #Olympics2024,https://pbs.twimg.com/media/GUfGkxKXIAEsn5y?format=jpg&name=small;https://pbs.twimg.com/media/GUfGkxKWQAMTueq?format=jpg&name=small,https://twitter.com/FakharZamanLive/status/1821642916747423745,False,72,380,4.1K,27K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/DKlandscapes/status/1821406333771436543,David KirkbrideReload,https://twitter.com/DKlandscapes,2024-08-08,That was amazing!  It was amazing watching #Quincy_Hall  Not giving up and finding that last gear. Best one minute ever! #USA #Olympics2024,,https://twitter.com/DKlandscapes/status/1821406333771436543,False,,,5,583
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/MakingOfChamps/status/1821616392094749181,Making of Champions,https://twitter.com/MakingOfChamps,2024-08-08,"STAND UP AFRICA!!!! LETSILE TEBOGO HAS DONE IT FOR AFRICA!!!!Tebogo has taken down Noah Lyles to win the 200m Olympic title, running a new African Record of 19.46s to win GOLD for Botswana!!#Paris2024 #Olympics",https://pbs.twimg.com/media/GUeuWlzXQAA5xvH?format=jpg&name=small,https://twitter.com/MakingOfChamps/status/1821616392094749181,False,295,3.2K,14K,698K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/usabasketball/status/1821657224089120968,USA Basketball,https://twitter.com/usabasketball,2024-08-08,We don't play for Bronze. #USABMNT #Paris2024 #Basketball,https://pbs.twimg.com/media/GUfTe5BaUAAVnxV?format=jpg&name=small;https://pbs.twimg.com/media/GUfTflYa8AAYPHq?format=jpg&name=small,https://twitter.com/usabasketball/status/1821657224089120968,False,423,2.2K,19K,651K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/Paris2024/status/1821638109643022746,Paris 2024,https://twitter.com/Paris2024,2024-08-08,"An Olympic record and a gold medal, what else could you ask ?What a great performance for a first title! -Un record Olympique et une médaille d'or, que demander de plus ?Quelle belle prestation pour un premier sacre !  #Paris2024",https://pbs.twimg.com/media/GUfBxJ1XsAAMaGh?format=jpg&name=360x360;https://pbs.twimg.com/media/GUfBya7WwAEDEAS?format=jpg&name=360x360,https://twitter.com/Paris2024/status/1821638109643022746,False,209,2.4K,7K,154K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/valittusilk23/status/1820611600598159572/,VALITTU,https://twitter.com/valittusilk23,,"Love the sun and sea? Enjoy Valittu's beach towels! Our 100% cotton, lightweight, quick-drying towels are perfect for any adventure. Available now on Amazon!  #Summer",,https://twitter.com/valittusilk23/status/1820611600598159572/,True,2,,8,105K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/dw_sports/status/1821501883271278622,DW Sports,https://twitter.com/dw_sports,2024-08-08,"Yes, it's a thing. Athletes at the Olympics and beyond are striking the cool stance of Turkish silver medalist Yusuf Dikec, who broke the internet. #Paris2024",https://pbs.twimg.com/media/GUdC99zW4AAbPBe?format=jpg&name=small,https://twitter.com/dw_sports/status/1821501883271278622,False,27,376,2.9K,96K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/NBAonTNT/status/1821654375074251178,NBA on TNT,https://twitter.com/NBAonTNT,2024-08-08,This moment right here is SPECIAL.#Paris2024,https://pbs.twimg.com/media/GUfQ4JGWMAA8FGC?format=jpg&name=small;https://pbs.twimg.com/media/GUfQ41KWoAAGJQz?format=jpg&name=small,https://twitter.com/NBAonTNT/status/1821654375074251178,False,51,535,3.9K,180K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/BBCSport/status/1821641637224665449,BBC Sport,https://twitter.com/BBCSport,2024-08-08,An Olympic record and Pakistan's first-ever athletic gold Arshad Nadeem has made history! #BBCOlympics #Olympics #Paris2024,https://pbs.twimg.com/media/GUfFNKgWYAAbgED?format=jpg&name=small,https://twitter.com/BBCSport/status/1821641637224665449,False,181,2.5K,10K,291K
