Category,Keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/Mapasexy/status/1821618461136552037,Mapaseka MakhanyaReload,https://twitter.com/Mapasexy,2024-08-08,He Said #Olympics2024,,https://twitter.com/Mapasexy/status/1821618461136552037,False,30,919,1.7K,82K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/malinga_ninety9/status/1821637492497641757,Lasith Malinga,https://twitter.com/malinga_ninety9,2024-08-08,A huge applause to Arshad Nadeem and Neeraj Chopra for bringing goldand silver medals in the men’s Javelin throw at the 2024 Olympics to South Asia.Your incredible achievements make the entire region proud!#ArashadNadeem #NeerajChopra #Olympics2024,,https://twitter.com/malinga_ninety9/status/1821637492497641757,False,255,2.4K,20K,279K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/LanceUlanoff/status/1820188272355631159,Lance UlanoffReload,https://twitter.com/LanceUlanoff,2024-08-04,Wow. Just wow. Noah Lyles wins by microns. #olympics2024,https://pbs.twimg.com/media/GUKbi3pWAAAf-qt?format=jpg&name=360x360;https://pbs.twimg.com/media/GUKbi3nWEAE8JAB?format=jpg&name=360x360,https://twitter.com/LanceUlanoff/status/1820188272355631159,False,1,4,19,42K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/markkali1970/status/1821546189977976865,markkali1970 ,https://twitter.com/markkali1970,2024-08-08,Welp looks like the goaltender for Spain’s women’s water polo team is about to become a meme… #Spain #WaterPolo #Paris2024 #Olympics #Olympics2024,,https://twitter.com/markkali1970/status/1821546189977976865,False,,1,8,1.8K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/15_Stellar/status/1819689558826532889,Eagle NebulaReload,https://twitter.com/15_Stellar,2024-08-03,We demand this sports in #Olympics2024,,https://twitter.com/15_Stellar/status/1819689558826532889,False,3,15,39,5K
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/gondo_nicole/status/1821620734931919120,Nicole GReload,https://twitter.com/gondo_nicole,2024-08-08,This was an African competition. Well done Africans   #olympics2024,,https://twitter.com/gondo_nicole/status/1821620734931919120,False,,,1,146
TopPost,#olympics2024,https://twitter.com/search?q=#olympics2024&src=typed_query&f=top,https://twitter.com/tumisole/status/1821644491565982066,Tumi SoleReload,https://twitter.com/tumisole,2024-08-08,Now that’s wassup! #Olympics #Olympics2024 #Paris2024 #RunningWithTumiSole,,https://twitter.com/tumisole/status/1821644491565982066,False,35,97,314,30K
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/NBCOlympics/status/1821630990659313839,NBC Olympics & ParalympicsReload,https://twitter.com/NBCOlympics,2024-08-08,There’s NO catching Sydney McLaughlin-Levrone!She adds ANOTHER 400m hurdles gold medal and WORLD RECORD to her collection. #ParisOlympics,,https://twitter.com/NBCOlympics/status/1821630990659313839,False,257,5.9K,20K,1.1M
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/NBCOlympics/status/1821630080638238869,NBC Olympics & Paralympics,https://twitter.com/NBCOlympics,,"Take a bow, Tara Davis-Woodhall!She is an Olympic Champion for the first time! #ParisOlympics",https://pbs.twimg.com/media/GUe6d6JXoAAu0tB?format=jpg&name=small,https://twitter.com/NBCOlympics/status/1821630080638238869,False,65,2.5K,12K,246K
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/NBCOlympics/status/1821640565785563588,NBC Olympics & ParalympicsReload,https://twitter.com/NBCOlympics,2024-08-08,The jump that won Tara Davis-Woodhall her FIRST Olympic long jump GOLD MEDAL.  #ParisOlympics,,https://twitter.com/NBCOlympics/status/1821640565785563588,False,24,983,7.5K,260K
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/travismillerx13/status/1821654463029112900,Travis Miller,https://twitter.com/travismillerx13,2024-08-08,For everyone wondering what the track and field Olympic medal count looks like  #ParisOlympics,https://pbs.twimg.com/media/GUfQi0cWUAE3Hml?format=jpg&name=small,https://twitter.com/travismillerx13/status/1821654463029112900,False,93,2.1K,10K,374K
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/NBCOlympics/status/1821284899392803205,NBC Olympics & ParalympicsReload,https://twitter.com/NBCOlympics,2024-08-07,Quincy Hall’s effort down the stretch to win Olympic gold deserves its own medal.  #ParisOlympics,,https://twitter.com/NBCOlympics/status/1821284899392803205,False,310,2.8K,21K,1.9M
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/OnHerTurf/status/1821628996137697525,On Her TurfReload,https://twitter.com/OnHerTurf,2024-08-08,TARA DAVIS-WOODHALL IS AN OLYMPIC CHAMPION! #ParisOlympics,,https://twitter.com/OnHerTurf/status/1821628996137697525,False,14,1.1K,8.2K,242K
